Zyklen,Qm,Q,Q_rel,SOC,SiO,D,AbsZeit,dQ/dV,Cycle
2,100.0471,212.24,100.0482,70,0,1,2022-12-20 03:34:05,0.25551,1
2,100.0471,212.24,100.0482,70,0,1,2022-12-20 03:34:05,0,2
3,100.1037,212.36,100.103,70,0,1,2022-12-20 09:24:43,0.25551,1
3,100.1037,212.36,100.103,70,0,1,2022-12-20 09:24:43,0,2
1,99.00537,210.03,100,70,0,2,2023-05-17 21:53:21,0.26148,1
1,99.00537,210.03,100,70,0,2,2023-05-17 21:53:21,0,2
2,99.07608,210.18,100.073,70,0,2,2023-05-18 03:39:08,0.26148,1
2,99.07608,210.18,100.073,70,0,2,2023-05-18 03:39:08,0,2
3,99.13736,210.31,100.1329,70,0,2,2023-05-18 09:24:58,0.26148,1
3,99.13736,210.31,100.1329,70,0,2,2023-05-18 09:24:58,0,2
4,99.17507,210.39,100.1726,70,0,2,2023-05-18 15:10:48,0.26148,1
4,99.17507,210.39,100.1726,70,0,2,2023-05-18 15:10:48,0,2
5,99.20336,210.45,100.1983,70,0,2,2023-05-18 20:56:33,0.26148,1
5,99.20336,210.45,100.1983,70,0,2,2023-05-18 20:56:33,0,2
6,99.24107,210.53,100.2366,70,0,2,2023-05-19 02:42:22,0.26148,1
6,99.24107,210.53,100.2366,70,0,2,2023-05-19 02:42:22,0,2
7,99.25992,210.57,100.2556,70,0,2,2023-05-19 08:28:11,0.26148,1
7,99.25992,210.57,100.2556,70,0,2,2023-05-19 08:28:11,0,2
8,99.27406,210.6,100.2707,70,0,2,2023-05-19 14:14:02,0.26148,1
8,99.27406,210.6,100.2707,70,0,2,2023-05-19 14:14:02,0,2
9,99.30235,210.66,100.2999,70,0,2,2023-05-19 19:59:55,0.26148,1
9,99.30235,210.66,100.2999,70,0,2,2023-05-19 19:59:55,0,2
10,99.31649,210.69,100.3126,70,0,2,2023-05-20 01:45:46,0.26148,1
10,99.31649,210.69,100.3126,70,0,2,2023-05-20 01:45:46,0,2
1,98.94881,209.91,100,70,0,3,2023-07-21 20:56:14,0.26276,1
1,98.94881,209.91,100,70,0,3,2023-07-21 20:56:14,0,2
2,98.99595,210.01,100.0492,70,0,3,2023-07-22 02:41:05,0.26276,1
2,98.99595,210.01,100.0492,70,0,3,2023-07-22 02:41:05,0,2
3,99.04308,210.11,100.097,70,0,3,2023-07-22 08:26:08,0.26276,1
3,99.04308,210.11,100.097,70,0,3,2023-07-22 08:26:08,0,2
4,99.06194,210.15,100.1152,70,0,3,2023-07-22 14:11:06,0.26276,1
4,99.06194,210.15,100.1152,70,0,3,2023-07-22 14:11:06,0,2
5,99.0808,210.19,100.1331,70,0,3,2023-07-22 19:56:06,0.26276,1
5,99.0808,210.19,100.1331,70,0,3,2023-07-22 19:56:06,0,2
6,99.09965,210.23,100.1529,70,0,3,2023-07-23 01:41:11,0.26276,1
6,99.09965,210.23,100.1529,70,0,3,2023-07-23 01:41:11,0,2
7,99.10437,210.24,100.1578,70,0,3,2023-07-23 07:26:12,0.26276,1
7,99.10437,210.24,100.1578,70,0,3,2023-07-23 07:26:12,0,2
8,99.11851,210.27,100.1732,70,0,3,2023-07-23 13:11:17,0.26276,1
8,99.11851,210.27,100.1732,70,0,3,2023-07-23 13:11:17,0,2
9,99.13265,210.3,100.1865,70,0,3,2023-07-23 18:56:28,0.26276,1
9,99.13265,210.3,100.1865,70,0,3,2023-07-23 18:56:28,0,2
10,99.13265,210.3,100.1843,70,0,3,2023-07-24 00:41:35,0.26276,1
10,99.13265,210.3,100.1843,70,0,3,2023-07-24 00:41:35,0,2
1,98.71311,209.41,100,70,0,4,2023-09-27 15:58:24,0.2635,1
1,98.71311,209.41,100,70,0,4,2023-09-27 15:58:24,0,2
2,98.77439,209.54,100.0625,70,0,4,2023-09-27 21:42:23,0.2635,1
2,98.77439,209.54,100.0625,70,0,4,2023-09-27 21:42:23,0,2
3,98.80739,209.61,100.097,70,0,4,2023-09-28 03:26:25,0.2635,1
3,98.80739,209.61,100.097,70,0,4,2023-09-28 03:26:25,0,2
4,98.83567,209.67,100.1247,70,0,4,2023-09-28 09:10:30,0.2635,1
4,98.83567,209.67,100.1247,70,0,4,2023-09-28 09:10:30,0,2
5,98.84982,209.7,100.14,70,0,4,2023-09-28 14:54:35,0.2635,1
5,98.84982,209.7,100.14,70,0,4,2023-09-28 14:54:35,0,2
6,98.86396,209.73,100.1521,70,0,4,2023-09-28 20:38:42,0.2635,1
6,98.86396,209.73,100.1521,70,0,4,2023-09-28 20:38:42,0,2
7,98.87339,209.75,100.1644,70,0,4,2023-09-29 02:22:57,0.2635,1
7,98.87339,209.75,100.1644,70,0,4,2023-09-29 02:22:57,0,2
8,98.86396,209.73,100.1523,70,0,4,2023-09-29 08:06:59,0.2635,1
8,98.86396,209.73,100.1523,70,0,4,2023-09-29 08:06:59,0,2
9,98.89224,209.79,100.1817,70,0,4,2023-09-29 13:51:16,0.2635,1
9,98.89224,209.79,100.1817,70,0,4,2023-09-29 13:51:16,0,2
10,98.8781,209.76,100.168,70,0,4,2023-09-29 19:35:22,0.2635,1
10,98.8781,209.76,100.168,70,0,4,2023-09-29 19:35:22,0,2
1,98.40671,208.76,100,70,0,5,2023-12-05 21:17:29,0.26256,1
1,98.40671,208.76,100,70,0,5,2023-12-05 21:17:29,0,2
2,98.435,208.82,100.0243,70,0,5,2023-12-06 03:01:28,0.26256,1
2,98.435,208.82,100.0243,70,0,5,2023-12-06 03:01:28,0,2
3,94.59319,200.67,96.12123,70,0,5,2023-12-06 09:00:21,0.26256,1
3,94.59319,200.67,96.12123,70,0,5,2023-12-06 09:00:21,0,2
4,13.94362,29.58,14.16674,70,0,5,2023-12-06 10:14:52,0.26256,1
4,13.94362,29.58,14.16674,70,0,5,2023-12-06 10:14:52,0,2
5,97.19525,206.19,98.76448,70,0,5,2023-12-06 16:07:39,0.26256,1
5,97.19525,206.19,98.76448,70,0,5,2023-12-06 16:07:39,0,2
6,97.2471,206.3,98.81844,70,0,5,2023-12-06 22:03:04,0.26256,1
6,97.2471,206.3,98.81844,70,0,5,2023-12-06 22:03:04,0,2
7,97.25653,206.32,98.82679,70,0,5,2023-12-07 03:58:06,0.26256,1
7,97.25653,206.32,98.82679,70,0,5,2023-12-07 03:58:06,0,2
8,97.26124,206.33,98.83533,70,0,5,2023-12-07 09:53:03,0.26256,1
8,97.26124,206.33,98.83533,70,0,5,2023-12-07 09:53:03,0,2
9,97.27067,206.35,98.84344,70,0,5,2023-12-07 15:47:52,0.26256,1
9,97.27067,206.35,98.84344,70,0,5,2023-12-07 15:47:52,0,2
10,97.27067,206.35,98.84242,70,0,5,2023-12-07 21:42:37,0.26256,1
10,97.27067,206.35,98.84242,70,0,5,2023-12-07 21:42:37,0,2
1,98.13331,208.18,100,70,0,6,2024-02-19 22:31:07,0.27173,1
1,98.13331,208.18,100,70,0,6,2024-02-19 22:31:07,0.27173,2
2,98.20402,208.33,100.0715,70,0,6,2024-02-20 04:13:34,0.27173,1
2,98.20402,208.33,100.0715,70,0,6,2024-02-20 04:13:34,0.27173,2
3,98.22759,208.38,100.099,70,0,6,2024-02-20 09:55:59,0.27173,1
3,98.22759,208.38,100.099,70,0,6,2024-02-20 09:55:59,0.27173,2
4,98.25115,208.43,100.123,70,0,6,2024-02-20 15:38:29,0.27173,1
4,98.25115,208.43,100.123,70,0,6,2024-02-20 15:38:29,0.27173,2
5,98.25587,208.44,100.1269,70,0,6,2024-02-20 21:20:55,0.27173,1
5,98.25587,208.44,100.1269,70,0,6,2024-02-20 21:20:55,0.27173,2
6,98.27944,208.49,100.1495,70,0,6,2024-02-21 03:03:29,0.27173,1
6,98.27944,208.49,100.1495,70,0,6,2024-02-21 03:03:29,0.27173,2
7,98.28415,208.5,100.1556,70,0,6,2024-02-21 08:45:57,0.27173,1
7,98.28415,208.5,100.1556,70,0,6,2024-02-21 08:45:57,0.27173,2
8,98.28887,208.51,100.1616,70,0,6,2024-02-21 14:28:30,0.27173,1
8,98.28887,208.51,100.1616,70,0,6,2024-02-21 14:28:30,0.27173,2
9,98.30301,208.54,100.1744,70,0,6,2024-02-21 20:11:05,0.27173,1
9,98.30301,208.54,100.1744,70,0,6,2024-02-21 20:11:05,0.27173,2
10,98.29829,208.53,100.1683,70,0,6,2024-02-22 01:53:37,0.27173,1
10,98.29829,208.53,100.1683,70,0,6,2024-02-22 01:53:37,0.27173,2
1,100,214.7,100,90,0,1,2022-12-19 21:46:47,0.21204,1
1,100,214.7,100,90,0,1,2022-12-19 21:46:47,0,2
2,100.0373,214.78,100.0374,90,0,1,2022-12-20 03:40:42,0.21204,1
2,100.0373,214.78,100.0374,90,0,1,2022-12-20 03:40:42,0,2
3,100.1071,214.93,100.1059,90,0,1,2022-12-20 09:34:22,0.21204,1
3,100.1071,214.93,100.1059,90,0,1,2022-12-20 09:34:22,0,2
1,97.73172,209.83,100,90,0,2,2023-05-17 22:22:42,0.23263,1
1,97.73172,209.83,100,90,0,2,2023-05-17 22:22:42,0,2
2,97.94597,210.29,100.2163,90,0,2,2023-05-18 04:07:51,0.23263,1
2,97.94597,210.29,100.2163,90,0,2,2023-05-18 04:07:51,0,2
3,98.09502,210.61,100.3694,90,0,2,2023-05-18 09:53:27,0.23263,1
3,98.09502,210.61,100.3694,90,0,2,2023-05-18 09:53:27,0,2
4,98.21146,210.86,100.4915,90,0,2,2023-05-18 15:39:23,0.23263,1
4,98.21146,210.86,100.4915,90,0,2,2023-05-18 15:39:23,0,2
5,98.29995,211.05,100.5801,90,0,2,2023-05-18 21:25:26,0.23263,1
5,98.29995,211.05,100.5801,90,0,2,2023-05-18 21:25:26,0,2
6,98.39311,211.25,100.6751,90,0,2,2023-05-19 03:11:47,0.23263,1
6,98.39311,211.25,100.6751,90,0,2,2023-05-19 03:11:47,0,2
7,98.45831,211.39,100.7436,90,0,2,2023-05-19 08:58:14,0.23263,1
7,98.45831,211.39,100.7436,90,0,2,2023-05-19 08:58:14,0,2
8,98.51421,211.51,100.8001,90,0,2,2023-05-19 14:44:47,0.23263,1
8,98.51421,211.51,100.8001,90,0,2,2023-05-19 14:44:47,0,2
9,98.57941,211.65,100.8664,90,0,2,2023-05-19 20:31:32,0.23263,1
9,98.57941,211.65,100.8664,90,0,2,2023-05-19 20:31:32,0,2
10,98.63531,211.77,100.9221,90,0,2,2023-05-20 02:18:25,0.23263,1
10,98.63531,211.77,100.9221,90,0,2,2023-05-20 02:18:25,0,2
1,98.08104,210.58,100,90,0,3,2023-07-21 21:26:44,0.23661,1
1,98.08104,210.58,100,90,0,3,2023-07-21 21:26:44,0,2
2,98.18351,210.8,100.1064,90,0,3,2023-07-22 03:11:59,0.23661,1
2,98.18351,210.8,100.1064,90,0,3,2023-07-22 03:11:59,0,2
3,98.27667,211,100.1983,90,0,3,2023-07-22 08:57:30,0.23661,1
3,98.27667,211,100.1983,90,0,3,2023-07-22 08:57:30,0,2
4,98.34187,211.14,100.2682,90,0,3,2023-07-22 14:43:16,0.23661,1
4,98.34187,211.14,100.2682,90,0,3,2023-07-22 14:43:16,0,2
5,98.39776,211.26,100.3258,90,0,3,2023-07-22 20:29:08,0.23661,1
5,98.39776,211.26,100.3258,90,0,3,2023-07-22 20:29:08,0,2
6,98.449,211.37,100.3753,90,0,3,2023-07-23 02:15:09,0.23661,1
6,98.449,211.37,100.3753,90,0,3,2023-07-23 02:15:09,0,2
7,98.49558,211.47,100.4218,90,0,3,2023-07-23 08:01:15,0.23661,1
7,98.49558,211.47,100.4218,90,0,3,2023-07-23 08:01:15,0,2
8,98.53749,211.56,100.4668,90,0,3,2023-07-23 13:47:35,0.23661,1
8,98.53749,211.56,100.4668,90,0,3,2023-07-23 13:47:35,0,2
9,98.56544,211.62,100.4964,90,0,3,2023-07-23 19:33:58,0.23661,1
9,98.56544,211.62,100.4964,90,0,3,2023-07-23 19:33:58,0,2
10,98.61202,211.72,100.5411,90,0,3,2023-07-24 01:20:30,0.23661,1
10,98.61202,211.72,100.5411,90,0,3,2023-07-24 01:20:30,0,2
1,98.08104,210.58,100,90,0,4,2023-09-27 16:30:52,0.23958,1
1,98.08104,210.58,100,90,0,4,2023-09-27 16:30:52,0,2
2,98.1742,210.78,100.0919,90,0,4,2023-09-27 22:15:53,0.23958,1
2,98.1742,210.78,100.0919,90,0,4,2023-09-27 22:15:53,0,2
3,98.23475,210.91,100.155,90,0,4,2023-09-28 04:01:02,0.23958,1
3,98.23475,210.91,100.155,90,0,4,2023-09-28 04:01:02,0,2
4,98.28598,211.02,100.2053,90,0,4,2023-09-28 09:46:24,0.23958,1
4,98.28598,211.02,100.2053,90,0,4,2023-09-28 09:46:24,0,2
5,98.33256,211.12,100.2569,90,0,4,2023-09-28 15:31:55,0.23958,1
5,98.33256,211.12,100.2569,90,0,4,2023-09-28 15:31:55,0,2
6,98.37913,211.22,100.3033,90,0,4,2023-09-28 21:17:37,0.23958,1
6,98.37913,211.22,100.3033,90,0,4,2023-09-28 21:17:37,0,2
7,98.41174,211.29,100.3364,90,0,4,2023-09-29 03:03:24,0.23958,1
7,98.41174,211.29,100.3364,90,0,4,2023-09-29 03:03:24,0,2
8,98.42571,211.32,100.3473,90,0,4,2023-09-29 08:49:10,0.23958,1
8,98.42571,211.32,100.3473,90,0,4,2023-09-29 08:49:10,0,2
9,98.45831,211.39,100.3851,90,0,4,2023-09-29 14:35:02,0.23958,1
9,98.45831,211.39,100.3851,90,0,4,2023-09-29 14:35:02,0,2
10,98.4816,211.44,100.406,90,0,4,2023-09-29 20:20:59,0.23958,1
10,98.4816,211.44,100.406,90,0,4,2023-09-29 20:20:59,0,2
1,97.97857,210.36,100,90,0,5,2023-12-05 21:49:50,0.24182,1
1,97.97857,210.36,100,90,0,5,2023-12-05 21:49:50,0,2
2,98.04844,210.51,100.072,90,0,5,2023-12-06 03:34:26,0.24182,1
2,98.04844,210.51,100.072,90,0,5,2023-12-06 03:34:26,0,2
3,98.10899,210.64,100.1347,90,0,5,2023-12-06 09:19:11,0.24182,1
3,98.10899,210.64,100.1347,90,0,5,2023-12-06 09:19:11,0,2
4,98.14625,210.72,100.1692,90,0,5,2023-12-06 15:04:03,0.24182,1
4,98.14625,210.72,100.1692,90,0,5,2023-12-06 15:04:03,0,2
5,98.19283,210.82,100.2175,90,0,5,2023-12-06 20:49:07,0.24182,1
5,98.19283,210.82,100.2175,90,0,5,2023-12-06 20:49:07,0,2
6,98.21612,210.87,100.2432,90,0,5,2023-12-07 02:34:12,0.24182,1
6,98.21612,210.87,100.2432,90,0,5,2023-12-07 02:34:12,0,2
7,98.24406,210.93,100.2687,90,0,5,2023-12-07 08:19:20,0.24182,1
7,98.24406,210.93,100.2687,90,0,5,2023-12-07 08:19:20,0,2
8,98.25803,210.96,100.2862,90,0,5,2023-12-07 14:04:30,0.24182,1
8,98.25803,210.96,100.2862,90,0,5,2023-12-07 14:04:30,0,2
9,98.28598,211.02,100.3118,90,0,5,2023-12-07 19:49:44,0.24182,1
9,98.28598,211.02,100.3118,90,0,5,2023-12-07 19:49:44,0,2
10,98.29995,211.05,100.3261,90,0,5,2023-12-08 01:35:01,0.24182,1
10,98.29995,211.05,100.3261,90,0,5,2023-12-08 01:35:01,0,2
1,97.8109,210,100,90,0,6,2024-02-19 23:02:26,0.46913,1
1,97.8109,210,100,90,0,6,2024-02-19 23:02:26,0.46913,2
2,97.88076,210.15,100.075,90,0,6,2024-02-20 04:46:30,0.46913,1
2,97.88076,210.15,100.075,90,0,6,2024-02-20 04:46:30,0.46913,2
3,97.92734,210.25,100.1193,90,0,6,2024-02-20 10:30:37,0.46913,1
3,97.92734,210.25,100.1193,90,0,6,2024-02-20 10:30:37,0.46913,2
4,97.97392,210.35,100.1671,90,0,6,2024-02-20 16:14:57,0.46913,1
4,97.97392,210.35,100.1671,90,0,6,2024-02-20 16:14:57,0.46913,2
5,97.99721,210.4,100.1909,90,0,6,2024-02-20 21:59:19,0.46913,1
5,97.99721,210.4,100.1909,90,0,6,2024-02-20 21:59:19,0.46913,2
6,98.01584,210.44,100.2125,90,0,6,2024-02-21 03:43:42,0.46913,1
6,98.01584,210.44,100.2125,90,0,6,2024-02-21 03:43:42,0.46913,2
7,98.04378,210.5,100.2381,90,0,6,2024-02-21 09:28:12,0.46913,1
7,98.04378,210.5,100.2381,90,0,6,2024-02-21 09:28:12,0.46913,2
8,98.06707,210.55,100.2624,90,0,6,2024-02-21 15:12:44,0.46913,1
8,98.06707,210.55,100.2624,90,0,6,2024-02-21 15:12:44,0.46913,2
9,98.0857,210.59,100.2809,90,0,6,2024-02-21 20:57:22,0.46913,1
9,98.0857,210.59,100.2809,90,0,6,2024-02-21 20:57:22,0.46913,2
10,98.09502,210.61,100.2923,90,0,6,2024-02-22 02:41:58,0.46913,1
10,98.09502,210.61,100.2923,90,0,6,2024-02-22 02:41:58,0.46913,2
1,100,207.56,100,10,10,1,2022-12-19 21:40:11,0.17241,1
1,100,207.56,100,10,10,1,2022-12-19 21:40:11,0,2
2,99.79765,207.14,99.79519,10,10,1,2022-12-20 03:19:20,0.17241,1
2,99.79765,207.14,99.79519,10,10,1,2022-12-20 03:19:20,0,2
3,99.63384,206.8,99.6311,10,10,1,2022-12-20 08:58:00,0.17241,1
3,99.63384,206.8,99.6311,10,10,1,2022-12-20 08:58:00,0,2
1,99.45558,206.43,100,10,10,2,2023-05-17 20:16:45,0.17915,1
1,99.45558,206.43,100,10,10,2,2023-05-17 20:16:45,0,2
2,99.44113,206.4,99.98384,10,10,2,2023-05-18 01:53:54,0.17915,1
2,99.44113,206.4,99.98384,10,10,2,2023-05-18 01:53:54,0,2
3,99.39295,206.3,99.93659,10,10,2,2023-05-18 07:30:41,0.17915,1
3,99.39295,206.3,99.93659,10,10,2,2023-05-18 07:30:41,0,2
4,99.29659,206.1,99.83622,10,10,2,2023-05-18 13:07:45,0.17915,1
4,99.29659,206.1,99.83622,10,10,2,2023-05-18 13:07:45,0,2
5,89.43438,185.63,89.92026,10,10,2,2023-05-18 19:22:26,0.17915,1
5,89.43438,185.63,89.92026,10,10,2,2023-05-18 19:22:26,0,2
6,90.39314,187.62,90.88518,10,10,2,2023-05-19 01:08:14,0.17915,1
6,90.39314,187.62,90.88518,10,10,2,2023-05-19 01:08:14,0,2
7,90.29678,187.42,90.79085,10,10,2,2023-05-19 06:52:20,0.17915,1
7,90.29678,187.42,90.79085,10,10,2,2023-05-19 06:52:20,0,2
8,90.2197,187.26,90.71124,10,10,2,2023-05-19 12:35:40,0.17915,1
8,90.2197,187.26,90.71124,10,10,2,2023-05-19 12:35:40,0,2
9,90.26306,187.35,90.75677,10,10,2,2023-05-19 18:18:00,0.17915,1
9,90.26306,187.35,90.75677,10,10,2,2023-05-19 18:18:00,0,2
10,90.27269,187.37,90.76421,10,10,2,2023-05-20 00:00:22,0.17915,1
10,90.27269,187.37,90.76421,10,10,2,2023-05-20 00:00:22,0,2
1,98.71362,204.89,100,10,10,3,2023-07-21 19:28:56,0.18356,1
1,98.71362,204.89,100,10,10,3,2023-07-21 19:28:56,0,2
2,98.72808,204.92,100.0121,10,10,3,2023-07-22 01:03:15,0.18356,1
2,98.72808,204.92,100.0121,10,10,3,2023-07-22 01:03:15,0,2
3,98.7329,204.93,100.0209,10,10,3,2023-07-22 06:37:25,0.18356,1
3,98.7329,204.93,100.0209,10,10,3,2023-07-22 06:37:25,0,2
4,98.73771,204.94,100.0249,10,10,3,2023-07-22 12:11:36,0.18356,1
4,98.73771,204.94,100.0249,10,10,3,2023-07-22 12:11:36,0,2
5,98.7329,204.93,100.0184,10,10,3,2023-07-22 17:45:35,0.18356,1
5,98.7329,204.93,100.0184,10,10,3,2023-07-22 17:45:35,0,2
6,98.73771,204.94,100.0236,10,10,3,2023-07-22 23:19:35,0.18356,1
6,98.73771,204.94,100.0236,10,10,3,2023-07-22 23:19:35,0,2
7,98.73771,204.94,100.0211,10,10,3,2023-07-23 04:53:24,0.18356,1
7,98.73771,204.94,100.0211,10,10,3,2023-07-23 04:53:24,0,2
8,98.74253,204.95,100.0281,10,10,3,2023-07-23 10:27:18,0.18356,1
8,98.74253,204.95,100.0281,10,10,3,2023-07-23 10:27:18,0,2
9,98.7329,204.93,100.0206,10,10,3,2023-07-23 16:01:04,0.18356,1
9,98.7329,204.93,100.0206,10,10,3,2023-07-23 16:01:04,0,2
10,98.73771,204.94,100.0238,10,10,3,2023-07-23 21:34:45,0.18356,1
10,98.73771,204.94,100.0238,10,10,3,2023-07-23 21:34:45,0,2
1,98.57872,204.61,100,10,10,4,2023-09-27 14:20:52,0.18311,1
1,98.57872,204.61,100,10,10,4,2023-09-27 14:20:52,0,2
2,98.55463,204.56,99.97403,10,10,4,2023-09-27 19:54:30,0.18311,1
2,98.55463,204.56,99.97403,10,10,4,2023-09-27 19:54:30,0,2
3,98.545,204.54,99.96726,10,10,4,2023-09-28 01:27:57,0.18311,1
3,98.545,204.54,99.96726,10,10,4,2023-09-28 01:27:57,0,2
4,98.52573,204.5,99.94757,10,10,4,2023-09-28 07:01:14,0.18311,1
4,98.52573,204.5,99.94757,10,10,4,2023-09-28 07:01:14,0,2
5,98.52091,204.49,99.94178,10,10,4,2023-09-28 12:34:33,0.18311,1
5,98.52091,204.49,99.94178,10,10,4,2023-09-28 12:34:33,0,2
6,98.50164,204.45,99.92262,10,10,4,2023-09-28 18:07:37,0.18311,1
6,98.50164,204.45,99.92262,10,10,4,2023-09-28 18:07:37,0,2
7,98.49682,204.44,99.91574,10,10,4,2023-09-28 23:40:37,0.18311,1
7,98.49682,204.44,99.91574,10,10,4,2023-09-28 23:40:37,0,2
8,98.50164,204.45,99.92155,10,10,4,2023-09-29 05:13:39,0.18311,1
8,98.50164,204.45,99.92155,10,10,4,2023-09-29 05:13:39,0,2
9,98.48718,204.42,99.90816,10,10,4,2023-09-29 10:46:35,0.18311,1
9,98.48718,204.42,99.90816,10,10,4,2023-09-29 10:46:35,0,2
10,98.47755,204.4,99.89847,10,10,4,2023-09-29 16:19:27,0.18311,1
10,98.47755,204.4,99.89847,10,10,4,2023-09-29 16:19:27,0,2
1,98.38601,204.21,100,10,10,5,2023-12-05 19:40:59,0.1849,1
1,98.38601,204.21,100,10,10,5,2023-12-05 19:40:59,0,2
2,98.37637,204.19,99.98586,10,10,5,2023-12-06 01:13:52,0.1849,1
2,98.37637,204.19,99.98586,10,10,5,2023-12-06 01:13:52,0,2
3,98.34265,204.12,99.9544,10,10,5,2023-12-06 06:46:29,0.1849,1
3,98.34265,204.12,99.9544,10,10,5,2023-12-06 06:46:29,0,2
4,98.34265,204.12,99.9519,10,10,5,2023-12-06 12:19:09,0.1849,1
4,98.34265,204.12,99.9519,10,10,5,2023-12-06 12:19:09,0,2
5,98.31374,204.06,99.92637,10,10,5,2023-12-06 17:51:31,0.1849,1
5,98.31374,204.06,99.92637,10,10,5,2023-12-06 17:51:31,0,2
6,98.31374,204.06,99.92519,10,10,5,2023-12-06 23:23:55,0.1849,1
6,98.31374,204.06,99.92519,10,10,5,2023-12-06 23:23:55,0,2
7,98.29929,204.03,99.91181,10,10,5,2023-12-07 04:56:18,0.1849,1
7,98.29929,204.03,99.91181,10,10,5,2023-12-07 04:56:18,0,2
8,98.28965,204.01,99.89867,10,10,5,2023-12-07 10:28:34,0.1849,1
8,98.28965,204.01,99.89867,10,10,5,2023-12-07 10:28:34,0,2
9,98.26556,203.96,99.87393,10,10,5,2023-12-07 16:00:37,0.1849,1
9,98.26556,203.96,99.87393,10,10,5,2023-12-07 16:00:37,0,2
10,98.25593,203.94,99.86768,10,10,5,2023-12-07 21:32:44,0.1849,1
10,98.25593,203.94,99.86768,10,10,5,2023-12-07 21:32:44,0,2
1,98.07285,203.56,100,10,10,6,2024-02-19 20:54:15,0.19377,1
1,98.07285,203.56,100,10,10,6,2024-02-19 20:54:15,0.19377,2
2,98.06803,203.55,99.99532,10,10,6,2024-02-20 02:26:18,0.19377,1
2,98.06803,203.55,99.99532,10,10,6,2024-02-20 02:26:18,0.19377,2
3,98.02467,203.46,99.95114,10,10,6,2024-02-20 07:57:58,0.19377,1
3,98.02467,203.46,99.95114,10,10,6,2024-02-20 07:57:58,0.19377,2
4,98.0054,203.42,99.93025,10,10,6,2024-02-20 13:29:32,0.19377,1
4,98.0054,203.42,99.93025,10,10,6,2024-02-20 13:29:32,0.19377,2
5,97.98612,203.38,99.91015,10,10,6,2024-02-20 19:00:59,0.19377,1
5,97.98612,203.38,99.91015,10,10,6,2024-02-20 19:00:59,0.19377,2
6,97.97167,203.35,99.89305,10,10,6,2024-02-21 00:32:16,0.19377,1
6,97.97167,203.35,99.89305,10,10,6,2024-02-21 00:32:16,0.19377,2
7,97.96204,203.33,99.88692,10,10,6,2024-02-21 06:03:40,0.19377,1
7,97.96204,203.33,99.88692,10,10,6,2024-02-21 06:03:40,0.19377,2
8,97.92831,203.26,99.85343,10,10,6,2024-02-21 11:34:48,0.19377,1
8,97.92831,203.26,99.85343,10,10,6,2024-02-21 11:34:48,0.19377,2
9,97.92349,203.25,99.84844,10,10,6,2024-02-21 17:05:54,0.19377,1
9,97.92349,203.25,99.84844,10,10,6,2024-02-21 17:05:54,0.19377,2
10,97.90904,203.22,99.83374,10,10,6,2024-02-21 22:36:56,0.19377,1
10,97.90904,203.22,99.83374,10,10,6,2024-02-21 22:36:56,0.19377,2
1,100,207.03,100,30,10,1,2022-12-19 21:20:54,0.25976,1
1,100,207.03,100,30,10,1,2022-12-19 21:20:54,0,2
2,99.9034,206.83,99.90108,30,10,1,2022-12-20 02:58:54,0.25976,1
