Zyklen,Qm,Q,Q_rel,SOC,SiO,D,AbsZeit,dQ/dV,Cycle
2,99.9034,206.83,99.90108,30,10,1,2022-12-20 02:58:54,0,2
3,99.81645,206.65,99.81518,30,10,1,2022-12-20 08:36:19,0.25976,1
3,99.81645,206.65,99.81518,30,10,1,2022-12-20 08:36:19,0,2
1,98.2418,203.39,100,30,10,2,2023-05-17 20:43:49,0.24225,1
1,98.2418,203.39,100,30,10,2,2023-05-17 20:43:49,0,2
2,98.21282,203.33,99.97513,30,10,2,2023-05-18 02:16:47,0.24225,1
2,98.21282,203.33,99.97513,30,10,2,2023-05-18 02:16:47,0,2
3,98.20799,203.32,99.96631,30,10,2,2023-05-18 07:49:31,0.24225,1
3,98.20799,203.32,99.96631,30,10,2,2023-05-18 07:49:31,0,2
4,98.19833,203.3,99.95666,30,10,2,2023-05-18 13:22:03,0.24225,1
4,98.19833,203.3,99.95666,30,10,2,2023-05-18 13:22:03,0,2
5,98.1935,203.29,99.95067,30,10,2,2023-05-18 18:54:27,0.24225,1
5,98.1935,203.29,99.95067,30,10,2,2023-05-18 18:54:27,0,2
6,98.19833,203.3,99.96009,30,10,2,2023-05-19 00:26:49,0.24225,1
6,98.19833,203.3,99.96009,30,10,2,2023-05-19 00:26:49,0,2
7,98.20316,203.31,99.96102,30,10,2,2023-05-19 05:59:06,0.24225,1
7,98.20316,203.31,99.96102,30,10,2,2023-05-19 05:59:06,0,2
8,98.1935,203.29,99.95499,30,10,2,2023-05-19 11:31:22,0.24225,1
8,98.1935,203.29,99.95499,30,10,2,2023-05-19 11:31:22,0,2
9,98.18867,203.28,99.94716,30,10,2,2023-05-19 17:03:27,0.24225,1
9,98.18867,203.28,99.94716,30,10,2,2023-05-19 17:03:27,0,2
10,98.1935,203.29,99.9508,30,10,2,2023-05-19 22:35:29,0.24225,1
10,98.1935,203.29,99.9508,30,10,2,2023-05-19 22:35:29,0,2
1,97.69116,202.25,100,30,10,3,2023-07-21 19:42:09,0.2381,1
1,97.69116,202.25,100,30,10,3,2023-07-21 19:42:09,0,2
2,97.70082,202.27,100.0075,30,10,3,2023-07-22 01:12:49,0.2381,1
2,97.70082,202.27,100.0075,30,10,3,2023-07-22 01:12:49,0,2
3,97.69599,202.26,100.0053,30,10,3,2023-07-22 06:43:23,0.2381,1
3,97.69599,202.26,100.0053,30,10,3,2023-07-22 06:43:23,0,2
4,97.71048,202.29,100.0201,30,10,3,2023-07-22 12:13:58,0.2381,1
4,97.71048,202.29,100.0201,30,10,3,2023-07-22 12:13:58,0,2
5,97.72497,202.32,100.0335,30,10,3,2023-07-22 17:44:35,0.2381,1
5,97.72497,202.32,100.0335,30,10,3,2023-07-22 17:44:35,0,2
6,97.71531,202.3,100.0254,30,10,3,2023-07-22 23:15:00,0.2381,1
6,97.71531,202.3,100.0254,30,10,3,2023-07-22 23:15:00,0,2
7,97.7298,202.33,100.0402,30,10,3,2023-07-23 04:45:29,0.2381,1
7,97.7298,202.33,100.0402,30,10,3,2023-07-23 04:45:29,0,2
8,97.73463,202.34,100.0427,30,10,3,2023-07-23 10:15:58,0.2381,1
8,97.73463,202.34,100.0427,30,10,3,2023-07-23 10:15:58,0,2
9,97.73946,202.35,100.0477,30,10,3,2023-07-23 15:46:21,0.2381,1
9,97.73946,202.35,100.0477,30,10,3,2023-07-23 15:46:21,0,2
10,97.74429,202.36,100.0544,30,10,3,2023-07-23 21:16:38,0.2381,1
10,97.74429,202.36,100.0544,30,10,3,2023-07-23 21:16:38,0,2
1,83.94919,173.8,100,30,10,4,2023-09-27 15:35:50,0.22192,1
1,83.94919,173.8,100,30,10,4,2023-09-27 15:35:50,0,2
2,79.0127,163.58,94.11776,30,10,4,2023-09-27 21:06:19,0.22192,1
2,79.0127,163.58,94.11776,30,10,4,2023-09-27 21:06:19,0,2
3,67.0241,138.76,79.83924,30,10,4,2023-09-28 02:27:59,0.22192,1
3,67.0241,138.76,79.83924,30,10,4,2023-09-28 02:27:59,0,2
4,68.76298,142.36,81.90956,30,10,4,2023-09-28 07:51:06,0.22192,1
4,68.76298,142.36,81.90956,30,10,4,2023-09-28 07:51:06,0,2
5,92.76433,192.05,110.4964,30,10,4,2023-09-28 13:25:14,0.22192,1
5,92.76433,192.05,110.4964,30,10,4,2023-09-28 13:25:14,0,2
6,92.59528,191.7,110.2962,30,10,4,2023-09-28 19:00:08,0.22192,1
6,92.59528,191.7,110.2962,30,10,4,2023-09-28 19:00:08,0,2
7,92.51316,191.53,110.2017,30,10,4,2023-09-29 00:34:09,0.22192,1
7,92.51316,191.53,110.2017,30,10,4,2023-09-29 00:34:09,0,2
8,92.60011,191.71,110.3023,30,10,4,2023-09-29 06:08:56,0.22192,1
8,92.60011,191.71,110.3023,30,10,4,2023-09-29 06:08:56,0,2
9,92.20886,190.9,109.8378,30,10,4,2023-09-29 11:42:51,0.22192,1
9,92.20886,190.9,109.8378,30,10,4,2023-09-29 11:42:51,0,2
10,92.36343,191.22,110.0214,30,10,4,2023-09-29 17:19:06,0.22192,1
10,92.36343,191.22,110.0214,30,10,4,2023-09-29 17:19:06,0,2
1,96.37251,199.52,100,30,10,5,2023-12-05 20:07:43,0.23545,1
1,96.37251,199.52,100,30,10,5,2023-12-05 20:07:43,0,2
2,96.42564,199.63,100.0561,30,10,5,2023-12-06 01:35:29,0.23545,1
2,96.42564,199.63,100.0561,30,10,5,2023-12-06 01:35:29,0,2
3,96.44979,199.68,100.08,30,10,5,2023-12-06 07:03:16,0.23545,1
3,96.44979,199.68,100.08,30,10,5,2023-12-06 07:03:16,0,2
4,96.47877,199.74,100.1107,30,10,5,2023-12-06 12:31:06,0.23545,1
4,96.47877,199.74,100.1107,30,10,5,2023-12-06 12:31:06,0,2
5,96.48843,199.76,100.1229,30,10,5,2023-12-06 17:58:55,0.23545,1
5,96.48843,199.76,100.1229,30,10,5,2023-12-06 17:58:55,0,2
6,96.50292,199.79,100.1371,30,10,5,2023-12-06 23:26:49,0.23545,1
6,96.50292,199.79,100.1371,30,10,5,2023-12-06 23:26:49,0,2
7,96.5319,199.85,100.1649,30,10,5,2023-12-07 04:54:47,0.23545,1
7,96.5319,199.85,100.1649,30,10,5,2023-12-07 04:54:47,0,2
8,96.5319,199.85,100.1675,30,10,5,2023-12-07 10:22:42,0.23545,1
8,96.5319,199.85,100.1675,30,10,5,2023-12-07 10:22:42,0,2
9,96.54156,199.87,100.1772,30,10,5,2023-12-07 15:50:33,0.23545,1
9,96.54156,199.87,100.1772,30,10,5,2023-12-07 15:50:33,0,2
10,96.56572,199.92,100.2005,30,10,5,2023-12-07 21:18:34,0.23545,1
10,96.56572,199.92,100.2005,30,10,5,2023-12-07 21:18:34,0,2
1,95.92813,198.6,100,30,10,6,2024-02-19 21:17:28,0.23115,1
1,95.92813,198.6,100,30,10,6,2024-02-19 21:17:28,0.23115,2
2,95.94262,198.63,100.012,30,10,6,2024-02-20 02:44:53,0.23115,1
2,95.94262,198.63,100.012,30,10,6,2024-02-20 02:44:53,0.23115,2
3,95.94262,198.63,100.0131,30,10,6,2024-02-20 08:12:12,0.23115,1
3,95.94262,198.63,100.0131,30,10,6,2024-02-20 08:12:12,0.23115,2
4,95.95711,198.66,100.0314,30,10,6,2024-02-20 13:39:38,0.23115,1
4,95.95711,198.66,100.0314,30,10,6,2024-02-20 13:39:38,0.23115,2
5,95.95228,198.65,100.0264,30,10,6,2024-02-20 19:06:55,0.23115,1
5,95.95228,198.65,100.0264,30,10,6,2024-02-20 19:06:55,0.23115,2
6,95.95711,198.66,100.0308,30,10,6,2024-02-21 00:34:10,0.23115,1
6,95.95711,198.66,100.0308,30,10,6,2024-02-21 00:34:10,0.23115,2
7,95.97643,198.7,100.047,30,10,6,2024-02-21 06:01:32,0.23115,1
7,95.97643,198.7,100.047,30,10,6,2024-02-21 06:01:32,0.23115,2
8,95.9716,198.69,100.043,30,10,6,2024-02-21 11:28:50,0.23115,1
8,95.9716,198.69,100.043,30,10,6,2024-02-21 11:28:50,0.23115,2
9,95.96194,198.67,100.0348,30,10,6,2024-02-21 16:56:08,0.23115,1
9,95.96194,198.67,100.0348,30,10,6,2024-02-21 16:56:08,0.23115,2
10,95.95711,198.66,100.0268,30,10,6,2024-02-21 22:23:19,0.23115,1
10,95.95711,198.66,100.0268,30,10,6,2024-02-21 22:23:19,0.23115,2
1,100,206.64,100,50,10,1,2022-12-19 21:10:32,0.24377,1
1,100,206.64,100,50,10,1,2022-12-19 21:10:32,0,2
2,99.91289,206.46,99.91095,50,10,1,2022-12-20 02:48:22,0.24377,1
2,99.91289,206.46,99.91095,50,10,1,2022-12-20 02:48:22,0,2
3,99.8403,206.31,99.83931,50,10,1,2022-12-20 08:25:33,0.24377,1
3,99.8403,206.31,99.83931,50,10,1,2022-12-20 08:25:33,0,2
1,96.99961,200.44,100,50,10,2,2023-05-17 21:08:08,0.22826,1
1,96.99961,200.44,100,50,10,2,2023-05-17 21:08:08,0,2
2,97.00445,200.45,100.0033,50,10,2,2023-05-18 02:37:20,0.22826,1
2,97.00445,200.45,100.0033,50,10,2,2023-05-18 02:37:20,0,2
3,97.01897,200.48,100.0182,50,10,2,2023-05-18 08:06:25,0.22826,1
3,97.01897,200.48,100.0182,50,10,2,2023-05-18 08:06:25,0,2
4,97.03349,200.51,100.0329,50,10,2,2023-05-18 13:35:26,0.22826,1
4,97.03349,200.51,100.0329,50,10,2,2023-05-18 13:35:26,0,2
5,97.04317,200.53,100.0454,50,10,2,2023-05-18 19:04:21,0.22826,1
5,97.04317,200.53,100.0454,50,10,2,2023-05-18 19:04:21,0,2
6,97.06252,200.57,100.0657,50,10,2,2023-05-19 00:33:16,0.22826,1
6,97.06252,200.57,100.0657,50,10,2,2023-05-19 00:33:16,0,2
7,97.07704,200.6,100.0818,50,10,2,2023-05-19 06:02:06,0.22826,1
7,97.07704,200.6,100.0818,50,10,2,2023-05-19 06:02:06,0,2
8,97.10124,200.65,100.104,50,10,2,2023-05-19 11:30:54,0.22826,1
8,97.10124,200.65,100.104,50,10,2,2023-05-19 11:30:54,0,2
9,97.10124,200.65,100.1061,50,10,2,2023-05-19 16:59:40,0.22826,1
9,97.10124,200.65,100.1061,50,10,2,2023-05-19 16:59:40,0,2
10,97.13027,200.71,100.1358,50,10,2,2023-05-19 22:28:25,0.22826,1
10,97.13027,200.71,100.1358,50,10,2,2023-05-19 22:28:25,0,2
1,96.79152,200.01,100,50,10,3,2023-07-21 20:04:13,0.22502,1
1,96.79152,200.01,100,50,10,3,2023-07-21 20:04:13,0,2
2,96.84475,200.12,100.0557,50,10,3,2023-07-22 01:30:58,0.22502,1
2,96.84475,200.12,100.0557,50,10,3,2023-07-22 01:30:58,0,2
3,96.89315,200.22,100.1027,50,10,3,2023-07-22 06:57:49,0.22502,1
3,96.89315,200.22,100.1027,50,10,3,2023-07-22 06:57:49,0,2
4,96.92702,200.29,100.1388,50,10,3,2023-07-22 12:24:43,0.22502,1
4,96.92702,200.29,100.1388,50,10,3,2023-07-22 12:24:43,0,2
5,96.95122,200.34,100.1622,50,10,3,2023-07-22 17:51:33,0.22502,1
5,96.95122,200.34,100.1622,50,10,3,2023-07-22 17:51:33,0,2
6,96.98993,200.42,100.2031,50,10,3,2023-07-22 23:18:39,0.22502,1
6,96.98993,200.42,100.2031,50,10,3,2023-07-22 23:18:39,0,2
7,96.99477,200.43,100.2096,50,10,3,2023-07-23 04:45:34,0.22502,1
7,96.99477,200.43,100.2096,50,10,3,2023-07-23 04:45:34,0,2
8,97.02381,200.49,100.2387,50,10,3,2023-07-23 10:12:37,0.22502,1
8,97.02381,200.49,100.2387,50,10,3,2023-07-23 10:12:37,0,2
9,97.05285,200.55,100.2692,50,10,3,2023-07-23 15:39:45,0.22502,1
9,97.05285,200.55,100.2692,50,10,3,2023-07-23 15:39:45,0,2
10,97.05768,200.56,100.275,50,10,3,2023-07-23 21:06:52,0.22502,1
10,97.05768,200.56,100.275,50,10,3,2023-07-23 21:06:52,0,2
1,96.44793,199.3,100,50,10,4,2023-09-27 15:07:46,0.2209,1
1,96.44793,199.3,100,50,10,4,2023-09-27 15:07:46,0,2
2,96.50116,199.41,100.0555,50,10,4,2023-09-27 20:33:18,0.2209,1
2,96.50116,199.41,100.0555,50,10,4,2023-09-27 20:33:18,0,2
3,96.54472,199.5,100.1008,50,10,4,2023-09-28 01:58:57,0.2209,1
3,96.54472,199.5,100.1008,50,10,4,2023-09-28 01:58:57,0,2
4,96.55923,199.53,100.1164,50,10,4,2023-09-28 07:24:34,0.2209,1
4,96.55923,199.53,100.1164,50,10,4,2023-09-28 07:24:34,0,2
5,96.59311,199.6,100.1511,50,10,4,2023-09-28 12:50:16,0.2209,1
5,96.59311,199.6,100.1511,50,10,4,2023-09-28 12:50:16,0,2
6,96.61247,199.64,100.173,50,10,4,2023-09-28 18:16:04,0.2209,1
6,96.61247,199.64,100.173,50,10,4,2023-09-28 18:16:04,0,2
7,96.6415,199.7,100.1995,50,10,4,2023-09-28 23:41:54,0.2209,1
7,96.6415,199.7,100.1995,50,10,4,2023-09-28 23:41:54,0,2
8,96.65118,199.72,100.2112,50,10,4,2023-09-29 05:07:39,0.2209,1
8,96.65118,199.72,100.2112,50,10,4,2023-09-29 05:07:39,0,2
9,96.68022,199.78,100.2431,50,10,4,2023-09-29 10:33:31,0.2209,1
9,96.68022,199.78,100.2431,50,10,4,2023-09-29 10:33:31,0,2
10,96.6657,199.75,100.2278,50,10,4,2023-09-29 15:59:15,0.2209,1
10,96.6657,199.75,100.2278,50,10,4,2023-09-29 15:59:15,0,2
1,96.14789,198.68,100,50,10,5,2023-12-05 20:27:42,0.21852,1
1,96.14789,198.68,100,50,10,5,2023-12-05 20:27:42,0,2
2,96.19144,198.77,100.0448,50,10,5,2023-12-06 01:52:19,0.21852,1
2,96.19144,198.77,100.0448,50,10,5,2023-12-06 01:52:19,0,2
3,96.21564,198.82,100.067,50,10,5,2023-12-06 07:16:50,0.21852,1
3,96.21564,198.82,100.067,50,10,5,2023-12-06 07:16:50,0,2
4,96.24468,198.88,100.1006,50,10,5,2023-12-06 12:41:26,0.21852,1
4,96.24468,198.88,100.1006,50,10,5,2023-12-06 12:41:26,0,2
5,96.27371,198.94,100.1294,50,10,5,2023-12-06 18:06:07,0.21852,1
5,96.27371,198.94,100.1294,50,10,5,2023-12-06 18:06:07,0,2
6,96.28339,198.96,100.1395,50,10,5,2023-12-06 23:30:45,0.21852,1
6,96.28339,198.96,100.1395,50,10,5,2023-12-06 23:30:45,0,2
7,96.29791,198.99,100.1531,50,10,5,2023-12-07 04:55:22,0.21852,1
7,96.29791,198.99,100.1531,50,10,5,2023-12-07 04:55:22,0,2
8,96.31727,199.03,100.1727,50,10,5,2023-12-07 10:20:03,0.21852,1
8,96.31727,199.03,100.1727,50,10,5,2023-12-07 10:20:03,0,2
9,96.33178,199.06,100.1922,50,10,5,2023-12-07 15:44:49,0.21852,1
9,96.33178,199.06,100.1922,50,10,5,2023-12-07 15:44:49,0,2
10,96.35114,199.1,100.2089,50,10,5,2023-12-07 21:09:39,0.21852,1
10,96.35114,199.1,100.2089,50,10,5,2023-12-07 21:09:39,0,2
1,95.80914,197.98,100,50,10,6,2024-02-19 21:40:18,0.22511,1
1,95.80914,197.98,100,50,10,6,2024-02-19 21:40:18,0.22511,2
2,95.86721,198.1,100.0593,50,10,6,2024-02-20 03:03:58,0.22511,1
2,95.86721,198.1,100.0593,50,10,6,2024-02-20 03:03:58,0.22511,2
3,95.88657,198.14,100.079,50,10,6,2024-02-20 08:27:30,0.22511,1
3,95.88657,198.14,100.079,50,10,6,2024-02-20 08:27:30,0.22511,2
4,95.90108,198.17,100.0953,50,10,6,2024-02-20 13:51:01,0.22511,1
4,95.90108,198.17,100.0953,50,10,6,2024-02-20 13:51:01,0.22511,2
5,95.9398,198.25,100.1382,50,10,6,2024-02-20 19:14:42,0.22511,1
5,95.9398,198.25,100.1382,50,10,6,2024-02-20 19:14:42,0.22511,2
6,95.95432,198.28,100.1519,50,10,6,2024-02-21 00:38:28,0.22511,1
6,95.95432,198.28,100.1519,50,10,6,2024-02-21 00:38:28,0.22511,2
7,95.964,198.3,100.1615,50,10,6,2024-02-21 06:02:10,0.22511,1
7,95.964,198.3,100.1615,50,10,6,2024-02-21 06:02:10,0.22511,2
8,95.96883,198.31,100.1669,50,10,6,2024-02-21 11:25:47,0.22511,1
8,95.96883,198.31,100.1669,50,10,6,2024-02-21 11:25:47,0.22511,2
9,95.98335,198.34,100.1844,50,10,6,2024-02-21 16:49:30,0.22511,1
9,95.98335,198.34,100.1844,50,10,6,2024-02-21 16:49:30,0.22511,2
10,95.98819,198.35,100.1895,50,10,6,2024-02-21 22:13:11,0.22511,1
10,95.98819,198.35,100.1895,50,10,6,2024-02-21 22:13:11,0.22511,2
1,100,208.06,100,70,10,1,2022-12-19 21:40:09,0.24952,1
1,100,208.06,100,70,10,1,2022-12-19 21:40:09,0,2
2,99.93752,207.93,99.93781,70,10,1,2022-12-20 03:19:21,0.24952,1
2,99.93752,207.93,99.93781,70,10,1,2022-12-20 03:19:21,0,2
3,99.86062,207.77,99.86281,70,10,1,2022-12-20 08:57:57,0.24952,1
3,99.86062,207.77,99.86281,70,10,1,2022-12-20 08:57:57,0,2
1,96.35201,200.47,100,70,10,2,2023-05-17 21:33:03,0.2453,1
1,96.35201,200.47,100,70,10,2,2023-05-17 21:33:03,0,2
2,96.38085,200.53,100.0316,70,10,2,2023-05-18 03:00:33,0.2453,1
2,96.38085,200.53,100.0316,70,10,2,2023-05-18 03:00:33,0,2
3,96.40008,200.57,100.0497,70,10,2,2023-05-18 08:27:52,0.2453,1
3,96.40008,200.57,100.0497,70,10,2,2023-05-18 08:27:52,0,2
4,96.43853,200.65,100.0926,70,10,2,2023-05-18 13:55:17,0.2453,1
4,96.43853,200.65,100.0926,70,10,2,2023-05-18 13:55:17,0,2
5,96.46737,200.71,100.1205,70,10,2,2023-05-18 19:22:45,0.2453,1
5,96.46737,200.71,100.1205,70,10,2,2023-05-18 19:22:45,0,2
6,96.48659,200.75,100.1425,70,10,2,2023-05-19 00:50:09,0.2453,1
6,96.48659,200.75,100.1425,70,10,2,2023-05-19 00:50:09,0,2
7,96.52504,200.83,100.1812,70,10,2,2023-05-19 06:17:44,0.2453,1
7,96.52504,200.83,100.1812,70,10,2,2023-05-19 06:17:44,0,2
8,96.54427,200.87,100.1991,70,10,2,2023-05-19 11:45:22,0.2453,1
8,96.54427,200.87,100.1991,70,10,2,2023-05-19 11:45:22,0,2
9,96.55388,200.89,100.2087,70,10,2,2023-05-19 17:12:51,0.2453,1
9,96.55388,200.89,100.2087,70,10,2,2023-05-19 17:12:51,0,2
10,96.59714,200.98,100.2533,70,10,2,2023-05-19 22:40:32,0.2453,1
10,96.59714,200.98,100.2533,70,10,2,2023-05-19 22:40:32,0,2
1,83.65375,174.05,100,70,10,3,2023-07-21 20:15:06,0.23151,1
1,83.65375,174.05,100,70,10,3,2023-07-21 20:15:06,0,2
2,83.9902,174.75,100.4035,70,10,3,2023-07-22 01:49:13,0.23151,1
2,83.9902,174.75,100.4035,70,10,3,2023-07-22 01:49:13,0,2
3,84.63424,176.09,101.1704,70,10,3,2023-07-22 07:10:42,0.23151,1
3,84.63424,176.09,101.1704,70,10,3,2023-07-22 07:10:42,0,2
4,85.7445,178.4,102.5029,70,10,3,2023-07-22 12:48:53,0.23151,1
4,85.7445,178.4,102.5029,70,10,3,2023-07-22 12:48:53,0,2
5,84.79765,176.43,101.3706,70,10,3,2023-07-22 18:25:05,0.23151,1
5,84.79765,176.43,101.3706,70,10,3,2023-07-22 18:25:05,0,2
6,85.96559,178.86,102.7652,70,10,3,2023-07-23 00:03:58,0.23151,1
6,85.96559,178.86,102.7652,70,10,3,2023-07-23 00:03:58,0,2
7,86.40777,179.78,103.2906,70,10,3,2023-07-23 05:46:19,0.23151,1
7,86.40777,179.78,103.2906,70,10,3,2023-07-23 05:46:19,0,2
8,87.25848,181.55,104.3093,70,10,3,2023-07-23 11:24:39,0.23151,1
8,87.25848,181.55,104.3093,70,10,3,2023-07-23 11:24:39,0,2
9,87.59012,182.24,104.7042,70,10,3,2023-07-23 17:01:16,0.23151,1
9,87.59012,182.24,104.7042,70,10,3,2023-07-23 17:01:16,0,2
10,87.45554,181.96,104.5453,70,10,3,2023-07-23 22:37:05,0.23151,1
10,87.45554,181.96,104.5453,70,10,3,2023-07-23 22:37:05,0,2
1,94.85245,197.35,100,70,10,4,2023-09-27 15:36:07,0.24849,1
1,94.85245,197.35,100,70,10,4,2023-09-27 15:36:07,0,2
2,94.9726,197.6,100.1289,70,10,4,2023-09-27 20:59:10,0.24849,1
2,94.9726,197.6,100.1289,70,10,4,2023-09-27 20:59:10,0,2
3,95.05431,197.77,100.2157,70,10,4,2023-09-28 02:22:29,0.24849,1
3,95.05431,197.77,100.2157,70,10,4,2023-09-28 02:22:29,0,2
4,95.11199,197.89,100.2748,70,10,4,2023-09-28 07:45:53,0.24849,1
4,95.11199,197.89,100.2748,70,10,4,2023-09-28 07:45:53,0,2
5,95.17447,198.02,100.3429,70,10,4,2023-09-28 13:09:32,0.24849,1
5,95.17447,198.02,100.3429,70,10,4,2023-09-28 13:09:32,0,2
6,95.21773,198.11,100.3855,70,10,4,2023-09-28 18:33:18,0.24849,1
6,95.21773,198.11,100.3855,70,10,4,2023-09-28 18:33:18,0,2
7,95.24656,198.17,100.419,70,10,4,2023-09-28 23:57:03,0.24849,1
7,95.24656,198.17,100.419,70,10,4,2023-09-28 23:57:03,0,2
8,95.28501,198.25,100.4569,70,10,4,2023-09-29 05:20:52,0.24849,1
8,95.28501,198.25,100.4569,70,10,4,2023-09-29 05:20:52,0,2
9,95.31866,198.32,100.4922,70,10,4,2023-09-29 10:44:47,0.24849,1
9,95.31866,198.32,100.4922,70,10,4,2023-09-29 10:44:47,0,2
10,95.3475,198.38,100.5252,70,10,4,2023-09-29 16:08:49,0.24849,1
10,95.3475,198.38,100.5252,70,10,4,2023-09-29 16:08:49,0,2
1,94.65058,196.93,100,70,10,5,2023-12-05 20:52:12,0.24693,1
1,94.65058,196.93,100,70,10,5,2023-12-05 20:52:12,0,2
2,94.75632,197.15,100.1112,70,10,5,2023-12-06 02:14:20,0.24693,1
2,94.75632,197.15,100.1112,70,10,5,2023-12-06 02:14:20,0,2
3,94.83803,197.32,100.198,70,10,5,2023-12-06 07:36:50,0.24693,1
3,94.83803,197.32,100.198,70,10,5,2023-12-06 07:36:50,0,2
4,94.88128,197.41,100.2416,70,10,5,2023-12-06 12:59:24,0.24693,1
4,94.88128,197.41,100.2416,70,10,5,2023-12-06 12:59:24,0,2
5,94.93896,197.53,100.3016,70,10,5,2023-12-06 18:22:08,0.24693,1
5,94.93896,197.53,100.3016,70,10,5,2023-12-06 18:22:08,0,2
6,94.98222,197.62,100.3468,70,10,5,2023-12-06 23:44:52,0.24693,1
6,94.98222,197.62,100.3468,70,10,5,2023-12-06 23:44:52,0,2
7,95.00625,197.67,100.3743,70,10,5,2023-12-07 05:07:41,0.24693,1
7,95.00625,197.67,100.3743,70,10,5,2023-12-07 05:07:41,0,2
8,95.03989,197.74,100.4091,70,10,5,2023-12-07 10:30:36,0.24693,1
8,95.03989,197.74,100.4091,70,10,5,2023-12-07 10:30:36,0,2
9,95.07354,197.81,100.443,70,10,5,2023-12-07 15:53:37,0.24693,1
9,95.07354,197.81,100.443,70,10,5,2023-12-07 15:53:37,0,2
10,95.09276,197.85,100.463,70,10,5,2023-12-07 21:16:44,0.24693,1
10,95.09276,197.85,100.463,70,10,5,2023-12-07 21:16:44,0,2
1,94.37662,196.36,100,70,10,6,2024-02-19 22:04:59,0.24471,1
1,94.37662,196.36,100,70,10,6,2024-02-19 22:04:59,0.24471,2
2,94.48717,196.59,100.1161,70,10,6,2024-02-20 03:26:12,0.24471,1
2,94.48717,196.59,100.1161,70,10,6,2024-02-20 03:26:12,0.24471,2
3,94.56887,196.76,100.2063,70,10,6,2024-02-20 08:47:42,0.24471,1
3,94.56887,196.76,100.2063,70,10,6,2024-02-20 08:47:42,0.24471,2
4,94.63136,196.89,100.269,70,10,6,2024-02-20 14:09:25,0.24471,1
4,94.63136,196.89,100.269,70,10,6,2024-02-20 14:09:25,0.24471,2
5,94.665,196.96,100.3081,70,10,6,2024-02-20 19:31:13,0.24471,1
5,94.665,196.96,100.3081,70,10,6,2024-02-20 19:31:13,0.24471,2
6,94.70826,197.05,100.3503,70,10,6,2024-02-21 00:53:09,0.24471,1
6,94.70826,197.05,100.3503,70,10,6,2024-02-21 00:53:09,0.24471,2
7,94.72748,197.09,100.3721,70,10,6,2024-02-21 06:15:06,0.24471,1
7,94.72748,197.09,100.3721,70,10,6,2024-02-21 06:15:06,0.24471,2
8,94.74671,197.13,100.3934,70,10,6,2024-02-21 11:37:05,0.24471,1
8,94.74671,197.13,100.3934,70,10,6,2024-02-21 11:37:05,0.24471,2
9,94.76113,197.16,100.4112,70,10,6,2024-02-21 16:59:07,0.24471,1
9,94.76113,197.16,100.4112,70,10,6,2024-02-21 16:59:07,0.24471,2
10,94.79477,197.23,100.4466,70,10,6,2024-02-21 22:21:17,0.24471,1
10,94.79477,197.23,100.4466,70,10,6,2024-02-21 22:21:17,0.24471,2
1,100,206.86,100,90,10,1,2022-12-19 21:17:18,0.32534,1
